player_id,player_name,format,matches,innings,balls,runs,maidens,wickets,avg,eco,sr,bbi,bbm,4w,5w,10w
14565,Marco Jansen,IPL,35,35,733,1149,1,36,31.92,9.41,20.36,3/17,3/17,0,0,0
11200,Wiaan Mulder,Test,21,36,1896,940,75,38,24.74,2.97,49.89,4/32,6/67,2,0,0
11200,Wiaan Mulder,ODI,30,29,944,994,2,26,38.23,6.32,36.31,3/25,3/25,0,0,0
11200,Wiaan Mulder,T20,11,10,120,195,0,8,24.38,9.75,15.0,2/10,2/10,0,0,0
11200,Wiaan Mulder,IPL,1,1,6,16,0,0,0.0,16,0.0,0/16,0/16,0,0,0
9576,Corbin Bosch,Test,3,6,442,256,17,15,17.07,3.48,29.47,5/43,5/65,2,1,0
9576,Corbin Bosch,ODI,6,6,300,345,1,5,69.0,6.9,60.0,2/79,2/79,0,0,0
9576,Corbin Bosch,T20,8,8,168,233,1,10,23.3,8.32,16.8,3/20,3/20,0,0,0
9576,Corbin Bosch,IPL,3,2,42,55,0,1,55.0,7.86,42.0,1/26,1/26,0,0,0
8530,Prenelan Subrayen,Test,1,2,144,78,4,4,19.5,3.25,36.0,4/42,4/78,1,0,0
8530,Prenelan Subrayen,ODI,1,1,60,46,0,1,46.0,4.6,60.0,1/46,1/46,0,0,0
8530,Prenelan Subrayen,T20,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
8530,Prenelan Subrayen,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
24546,Codi Yusuf,Test,2,4,282,122,9,10,12.2,2.6,28.2,3/22,6/64,0,0,0
24546,Codi Yusuf,ODI,1,1,60,80,0,0,0.0,8,0.0,0/80,0/80,0,0,0
24546,Codi Yusuf,T20,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
24546,Codi Yusuf,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
9354,Sikandar Raza,Test,21,30,3329,1779,68,40,44.48,3.21,83.23,7/113,8/176,0,2,0
9354,Sikandar Raza,ODI,153,122,5084,4105,25,94,43.67,4.84,54.09,4/55,4/55,1,0,0
9354,Sikandar Raza,T20,112,98,1734,1995,3,86,23.2,6.9,20.16,5/18,5/18,2,1,0
9354,Sikandar Raza,IPL,9,7,84,141,0,3,47.0,10.07,28.0,1/19,1/19,0,0,0
441,Sean Williams,Test,24,28,2488,1309,44,26,50.35,3.16,95.69,3/20,6/111,0,0,0
441,Sean Williams,ODI,164,133,5014,4097,35,86,47.64,4.9,58.3,4/43,4/43,1,0,0
441,Sean Williams,T20,84,76,1224,1408,0,49,28.73,6.9,24.98,3/15,3/15,0,0,0
441,Sean Williams,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
19601,Takudzwanashe Kaitano,Test,6,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
19601,Takudzwanashe Kaitano,ODI,11,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
19601,Takudzwanashe Kaitano,T20,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
19601,Takudzwanashe Kaitano,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
23616,Brian Bennett,Test,10,8,528,335,4,6,55.83,3.81,88.0,5/95,5/95,0,1,0
23616,Brian Bennett,ODI,11,2,20,34,0,0,0.0,10.2,0.0,0/7,0/7,0,0,0
23616,Brian Bennett,T20,42,12,102,143,2,6,23.83,8.41,17.0,2/20,2/20,0,0,0
23616,Brian Bennett,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
11226,Wessly Madhevere,Test,8,10,474,285,7,7,40.71,3.61,67.71,2/2,2/34,0,0,0
11226,Wessly Madhevere,ODI,40,29,818,695,1,15,46.33,5.1,54.53,3/36,3/36,0,0,0
11226,Wessly Madhevere,T20,79,37,420,491,1,15,32.73,7.01,28.0,2/7,2/7,0,0,0
11226,Wessly Madhevere,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
1450665,Vincent Masekesa,Test,4,5,572,462,3,10,46.2,4.85,57.2,5/115,5/115,0,1,0
1450665,Vincent Masekesa,ODI,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
1450665,Vincent Masekesa,T20,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
1450665,Vincent Masekesa,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
41442,Muhammad Abbas,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
41442,Muhammad Abbas,ODI,3,2,60,59,0,2,29.5,5.9,30.0,1/16,1/16,0,0,0
41442,Muhammad Abbas,T20,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
41442,Muhammad Abbas,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
9551,Michael Bracewell,Test,9,18,1653,1057,40,24,44.04,3.84,68.88,4/75,5/150,1,0,0
9551,Michael Bracewell,ODI,34,33,1524,1239,7,36,34.42,4.88,42.33,4/26,4/26,2,0,0
9551,Michael Bracewell,T20,36,30,528,641,1,31,20.68,7.28,17.03,3/5,3/5,0,0,0
9551,Michael Bracewell,IPL,5,5,66,95,0,6,15.83,8.64,11.0,2/13,2/13,0,0,0
10713,Daryl Mitchell,Test,33,22,727,385,28,3,128.33,3.18,242.33,1/7,1/7,0,0,0
10713,Daryl Mitchell,ODI,52,16,327,318,1,14,22.71,5.83,23.36,3/25,3/25,0,0,0
10713,Daryl Mitchell,T20,79,13,107,189,0,9,21.0,10.6,11.89,2/27,2/27,0,0,0
10713,Daryl Mitchell,IPL,15,4,48,97,0,1,97.0,12.13,48.0,1/18,1/18,0,0,0
10693,Glenn Phillips,Test,15,19,1602,963,23,31,31.06,3.61,51.68,5/45,5/45,1,1,0
10693,Glenn Phillips,ODI,44,29,726,737,1,16,46.06,6.09,45.38,3/37,3/37,0,0,0
10693,Glenn Phillips,T20,83,13,128,157,0,6,26.17,7.36,21.33,3/6,3/6,0,0,0
10693,Glenn Phillips,IPL,8,4,30,40,0,2,20.0,8,15.0,1/10,1/10,0,0,0
11177,Rachin Ravindra,Test,17,16,879,446,28,10,44.6,3.04,87.9,3/33,4/83,0,0,0
11177,Rachin Ravindra,ODI,33,24,979,951,2,21,45.29,5.83,46.62,4/60,4/60,1,0,0
11177,Rachin Ravindra,T20,30,17,270,294,1,14,21.0,6.53,19.29,3/22,3/22,0,0,0
11177,Rachin Ravindra,IPL,18,2,12,7,0,0,0.0,3.5,0.0,0/3,0/3,0,0,0
24391,Zakary Foulkes,Test,1,2,150,75,7,9,8.33,3,16.67,5/37,9/75,1,1,0
24391,Zakary Foulkes,ODI,1,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
24391,Zakary Foulkes,T20,13,13,276,367,0,15,24.47,7.98,18.4,3/20,3/20,0,0,0
24391,Zakary Foulkes,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
10100,Mitchell Santner,Test,32,54,5551,2603,188,78,33.37,2.81,71.17,7/53,13/157,2,2,1
10100,Mitchell Santner,ODI,118,112,5607,4505,24,126,35.75,4.82,44.5,5/50,5/50,0,2,0
10100,Mitchell Santner,T20,114,112,2376,2799,3,124,22.57,7.07,19.16,4/11,4/11,3,0,0
10100,Mitchell Santner,IPL,31,31,603,735,0,25,29.4,7.31,24.12,3/11,3/11,0,0,0
11170,Nathan Smith,Test,3,5,428,359,9,10,35.9,5.03,42.8,4/86,4/160,1,0,0
11170,Nathan Smith,ODI,10,10,379,427,4,12,35.58,6.76,31.58,4/60,4/60,1,0,0
11170,Nathan Smith,T20,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
11170,Nathan Smith,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
8075,Duncan Allan,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
8075,Duncan Allan,ODI,5,4,112,80,0,2,40.0,4.29,56.0,1/22,1/22,0,0,0
8075,Duncan Allan,T20,10,7,56,82,0,4,20.5,8.79,14.0,2/8,2/8,0,0,0
8075,Duncan Allan,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
550,Collins Obuya,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
550,Collins Obuya,ODI,104,49,1818,1637,8,35,46.77,5.4,51.94,5/24,5/24,0,1,0
550,Collins Obuya,T20,76,27,422,487,1,25,19.48,6.92,16.88,4/27,4/27,1,0,0
550,Collins Obuya,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
1592,Seren Waters,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
1592,Seren Waters,ODI,20,1,18,14,0,0,0.0,4.67,0.0,0/14,0/14,0,0,0
1592,Seren Waters,T20,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
1592,Seren Waters,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
188,Ragheb Aga,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
188,Ragheb Aga,ODI,12,11,408,330,2,8,41.25,4.85,51.0,2/17,2/17,0,0,0
188,Ragheb Aga,T20,20,19,288,306,1,15,20.4,6.38,19.2,3/24,3/24,0,0,0
188,Ragheb Aga,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
6478,Nelson Odhiambo,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
6478,Nelson Odhiambo,ODI,10,9,438,360,7,13,27.69,4.93,33.69,3/48,3/48,0,0,0
6478,Nelson Odhiambo,T20,65,30,444,609,0,21,29.0,8.23,21.14,3/30,3/30,0,0,0
6478,Nelson Odhiambo,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
552,Nehemiah Odhiambo,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
552,Nehemiah Odhiambo,ODI,67,65,2688,2483,25,66,37.62,5.54,40.73,4/61,4/61,1,0,0
552,Nehemiah Odhiambo,T20,43,38,631,855,1,31,27.58,8.13,20.35,5/20,5/20,0,1,0
552,Nehemiah Odhiambo,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
9356,Emmanuel Bundi,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
9356,Emmanuel Bundi,ODI,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
9356,Emmanuel Bundi,T20,36,32,605,678,2,36,18.83,6.72,16.81,4/16,4/16,2,0,0
9356,Emmanuel Bundi,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
8773,Milind Kumar,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
8773,Milind Kumar,ODI,18,14,648,471,4,27,17.44,4.36,24.0,5/66,5/66,1,1,0
8773,Milind Kumar,T20,21,12,168,193,2,12,16.08,6.89,14.0,5/16,5/16,0,1,0
8773,Milind Kumar,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
54808,Utkarsh Srivastava,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
54808,Utkarsh Srivastava,ODI,2,1,24,17,0,0,0.0,4.25,0.0,0/17,0/17,0,0,0
54808,Utkarsh Srivastava,T20,2,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
54808,Utkarsh Srivastava,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
22531,Vatsal Vaghela,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
22531,Vatsal Vaghela,ODI,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
22531,Vatsal Vaghela,T20,3,3,60,40,0,7,5.71,4,8.57,3/12,3/12,0,0,0
22531,Vatsal Vaghela,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
8426,Harmeet Singh,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
8426,Harmeet Singh,ODI,18,18,978,666,12,22,30.27,4.09,44.45,3/40,3/40,0,0,0
8426,Harmeet Singh,T20,25,24,526,603,1,24,25.13,6.88,21.92,4/18,4/18,1,0,0
8426,Harmeet Singh,IPL,1,1,24,34,0,1,34.0,8.5,24.0,1/34,1/34,0,0,0
20241,Sanjay Krishnamurthi,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
20241,Sanjay Krishnamurthi,ODI,14,7,94,70,0,4,17.5,4.47,23.5,3/10,3/10,0,0,0
20241,Sanjay Krishnamurthi,T20,9,2,30,21,0,2,10.5,4.2,15.0,2/13,2/13,0,0,0
20241,Sanjay Krishnamurthi,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
2245,Shadley van Schalkwyk,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
2245,Shadley van Schalkwyk,ODI,13,13,552,550,5,17,32.35,5.98,32.47,4/20,4/20,2,0,0
2245,Shadley van Schalkwyk,T20,14,14,268,412,0,15,27.47,9.22,17.87,3/35,3/35,0,0,0
2245,Shadley van Schalkwyk,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
1428543,Juanoy Drysdale,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
1428543,Juanoy Drysdale,ODI,4,4,132,101,2,4,25.25,4.59,33.0,2/16,2/16,0,0,0
1428543,Juanoy Drysdale,T20,11,11,198,295,0,11,26.82,8.94,18.0,3/18,3/18,0,0,0
1428543,Juanoy Drysdale,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
1398,Richie Berrington,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
1398,Richie Berrington,ODI,132,62,1550,1345,8,34,39.56,5.21,45.59,4/40,4/40,1,0,0
1398,Richie Berrington,T20,101,41,518,660,0,28,23.57,7.64,18.5,3/17,3/17,0,0,0
1398,Richie Berrington,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
1416,Calum MacLeod,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
1416,Calum MacLeod,ODI,87,41,968,836,4,11,76.0,5.18,88.0,2/26,2/26,0,0,0
1416,Calum MacLeod,T20,64,15,180,220,0,5,44.0,7.33,36.0,2/17,2/17,0,0,0
1416,Calum MacLeod,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
9383,Michael Leask,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
9383,Michael Leask,ODI,91,79,2754,2303,13,71,32.44,5.02,38.79,4/24,4/24,3,0,0
9383,Michael Leask,T20,73,55,855,1077,0,50,21.54,7.56,17.1,3/11,3/11,0,0,0
9383,Michael Leask,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
3053,Alasdair Evans,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
3053,Alasdair Evans,ODI,41,40,1928,1679,17,58,28.95,5.23,33.24,5/43,5/43,2,1,0
3053,Alasdair Evans,T20,35,34,726,959,4,41,23.39,7.93,17.71,5/24,5/24,0,1,0
3053,Alasdair Evans,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
12771,Tom Sole,Test,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
12771,Tom Sole,ODI,10,10,504,387,7,10,38.7,4.61,50.4,4/15,4/15,1,0,0
12771,Tom Sole,T20,9,6,126,137,0,6,22.83,6.52,21.0,2/15,2/15,0,0,0
12771,Tom Sole,IPL,0,0,0,0,0,0,0.0,0,0.0,-/-,-/-,0,0,0
