player_id,player_name,format,matches,innings,not_out,runs,high_score,avg,strike_rate,hundreds,fifties,fours,sixes,ducks
9975,Aizaz Khan,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9980,Nizakat Khan,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9980,Nizakat Khan,ODI,20,20,0,675,0,0.0,0.0,0,3,0,0,0
9980,Nizakat Khan,T20,117,113,0,2308,0,0.0,0.0,0,11,0,0,9
9980,Nizakat Khan,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9982,Tanwir Afzal,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9982,Tanwir Afzal,ODI,20,19,0,292,0,0.0,0.0,0,1,0,0,3
9982,Tanwir Afzal,T20,21,18,0,219,0,0.0,0.0,0,1,0,0,4
9982,Tanwir Afzal,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
6557,Ben Stokes,Test,115,206,0,7032,0,0.0,0.0,14,35,0,0,16
6557,Ben Stokes,ODI,114,99,0,3463,0,0.0,0.0,5,24,0,0,7
6557,Ben Stokes,T20,43,36,0,585,0,0.0,0.0,0,1,0,0,1
6557,Ben Stokes,IPL,45,44,0,935,0,0.0,0.0,2,2,0,0,3
19636,Jacob Bethell,Test,4,8,0,271,0,0.0,0.0,0,3,0,0,0
19636,Jacob Bethell,ODI,15,13,0,486,0,0.0,0.0,1,4,0,0,1
19636,Jacob Bethell,T20,15,14,0,314,0,0.0,0.0,0,2,0,0,0
19636,Jacob Bethell,IPL,2,2,0,67,0,0.0,0.0,0,1,0,0,0
12258,Will Jacks,Test,2,4,0,89,0,0.0,0.0,0,0,0,0,0
12258,Will Jacks,ODI,21,20,0,621,0,0.0,0.0,0,4,0,0,2
12258,Will Jacks,T20,28,24,0,400,0,0.0,0.0,0,0,0,0,1
12258,Will Jacks,IPL,21,19,0,463,0,0.0,0.0,1,2,0,0,0
10045,Liam Livingstone,Test,1,2,0,16,0,0.0,0.0,0,0,0,0,0
10045,Liam Livingstone,ODI,39,36,0,932,0,0.0,0.0,1,4,0,0,4
10045,Liam Livingstone,T20,60,47,0,955,0,0.0,0.0,1,2,0,0,3
10045,Liam Livingstone,IPL,49,47,0,1051,0,0.0,0.0,0,7,0,0,3
6670,Chris Woakes,Test,62,99,0,2034,0,0.0,0.0,1,7,0,0,11
6670,Chris Woakes,ODI,122,88,0,1524,0,0.0,0.0,0,6,0,0,8
6670,Chris Woakes,T20,33,17,0,146,0,0.0,0.0,0,0,0,0,2
6670,Chris Woakes,IPL,21,12,0,78,0,0.0,0.0,0,0,0,0,0
8512,Jamie Overton,Test,2,3,0,106,0,0.0,0.0,0,1,0,0,1
8512,Jamie Overton,ODI,7,6,0,82,0,0.0,0.0,0,0,0,0,1
8512,Jamie Overton,T20,13,8,0,50,0,0.0,0.0,0,0,0,0,1
8512,Jamie Overton,IPL,3,2,0,15,0,0.0,0.0,0,0,0,0,0
13681,Gus Atkinson,Test,13,18,0,380,0,0.0,0.0,1,0,0,0,1
13681,Gus Atkinson,ODI,11,8,0,104,0,0.0,0.0,0,0,0,0,1
13681,Gus Atkinson,T20,4,2,0,10,0,0.0,0.0,0,0,0,0,0
13681,Gus Atkinson,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
19767,Rehan Ahmed,Test,5,10,0,103,0,0.0,0.0,0,0,0,0,1
19767,Rehan Ahmed,ODI,6,4,0,35,0,0.0,0.0,0,0,0,0,0
19767,Rehan Ahmed,T20,10,6,0,38,0,0.0,0.0,0,0,0,0,1
19767,Rehan Ahmed,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
10420,Sam Curran,Test,24,38,0,815,0,0.0,0.0,0,3,0,0,7
10420,Sam Curran,ODI,35,27,0,597,0,0.0,0.0,0,2,0,0,1
10420,Sam Curran,T20,60,35,0,366,0,0.0,0.0,0,1,0,0,0
10420,Sam Curran,IPL,64,53,0,997,0,0.0,0.0,0,6,0,0,4
11217,Keacy Carty,Test,7,14,0,235,0,0.0,0.0,0,0,0,0,2
11217,Keacy Carty,ODI,40,37,0,1495,0,0.0,0.0,4,5,0,0,1
11217,Keacy Carty,T20,4,3,0,53,0,0.0,0.0,0,0,0,0,0
11217,Keacy Carty,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
8433,Justin Greaves,Test,9,18,0,305,0,0.0,0.0,1,0,0,0,0
8433,Justin Greaves,ODI,15,14,0,315,0,0.0,0.0,0,1,0,0,0
8433,Justin Greaves,T20,1,1,0,6,0,0.0,0.0,0,0,0,0,0
8433,Justin Greaves,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
13748,Sherfane Rutherford,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0
13748,Sherfane Rutherford,ODI,16,14,0,637,0,0.0,0.0,1,6,0,0,0
13748,Sherfane Rutherford,T20,39,34,0,586,0,0.0,0.0,0,3,0,0,4
13748,Sherfane Rutherford,IPL,23,20,0,397,0,0.0,0.0,0,0,0,0,1
8431,John Campbell,Test,23,46,0,994,0,0.0,0.0,0,3,0,0,4
8431,John Campbell,ODI,6,5,0,248,0,0.0,0.0,1,0,0,0,0
8431,John Campbell,T20,2,2,0,11,0,0.0,0.0,0,0,0,0,1
8431,John Campbell,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9793,Gudakesh Motie,Test,11,17,0,265,0,0.0,0.0,0,1,0,0,2
9793,Gudakesh Motie,ODI,31,19,0,332,0,0.0,0.0,0,2,0,0,1
9793,Gudakesh Motie,T20,39,20,0,163,0,0.0,0.0,0,0,0,0,3
9793,Gudakesh Motie,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
11543,Roston Chase,Test,52,96,0,2379,0,0.0,0.0,5,11,0,0,13
11543,Roston Chase,ODI,63,48,0,1091,0,0.0,0.0,0,6,0,0,5
11543,Roston Chase,T20,42,32,0,552,0,0.0,0.0,0,3,0,0,5
11543,Roston Chase,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
13646,Romario Shepherd,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0
13646,Romario Shepherd,ODI,39,27,0,408,0,0.0,0.0,0,1,0,0,3
13646,Romario Shepherd,T20,63,44,0,667,0,0.0,0.0,0,0,0,0,4
13646,Romario Shepherd,IPL,18,12,0,185,0,0.0,0.0,0,1,0,0,2
8313,Jason Holder,Test,69,123,0,3073,0,0.0,0.0,3,14,0,0,11
8313,Jason Holder,ODI,138,114,0,2237,0,0.0,0.0,0,12,0,0,11
8313,Jason Holder,T20,75,55,0,672,0,0.0,0.0,0,0,0,0,9
8313,Jason Holder,IPL,46,27,0,259,0,0.0,0.0,0,0,0,0,2
7736,Andre Russell,Test,1,1,0,2,0,0.0,0.0,0,0,0,0,0
7736,Andre Russell,ODI,56,47,0,1034,0,0.0,0.0,0,4,0,0,6
7736,Andre Russell,T20,86,75,0,1122,0,0.0,0.0,0,3,0,0,9
7736,Andre Russell,IPL,139,115,0,2651,0,0.0,0.0,0,12,0,0,6
11432,Senuran Muthusamy,Test,5,7,0,173,0,0.0,0.0,0,1,0,0,0
11432,Senuran Muthusamy,ODI,5,4,0,22,0,0.0,0.0,0,0,0,0,0
11432,Senuran Muthusamy,T20,5,5,0,24,0,0.0,0.0,0,0,0,0,1
11432,Senuran Muthusamy,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
18142,Lesego Senokwane,Test,1,1,0,3,0,0.0,0.0,0,0,0,0,0
18142,Lesego Senokwane,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0
18142,Lesego Senokwane,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0
18142,Lesego Senokwane,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
14565,Marco Jansen,Test,18,28,0,506,0,0.0,0.0,0,3,0,0,3
14565,Marco Jansen,ODI,29,24,0,464,0,0.0,0.0,0,1,0,0,2
14565,Marco Jansen,T20,19,14,0,167,0,0.0,0.0,0,1,0,0,2
14565,Marco Jansen,IPL,35,21,0,141,0,0.0,0.0,0,0,0,0,3
11200,Wiaan Mulder,Test,21,34,0,1153,0,0.0,0.0,3,1,0,0,3
11200,Wiaan Mulder,ODI,30,24,0,338,0,0.0,0.0,0,2,0,0,2
11200,Wiaan Mulder,T20,11,8,0,105,0,0.0,0.0,0,0,0,0,1
11200,Wiaan Mulder,IPL,1,1,0,9,0,0.0,0.0,0,0,0,0,0
9576,Corbin Bosch,Test,3,4,0,217,0,0.0,0.0,1,1,0,0,1
9576,Corbin Bosch,ODI,6,5,0,124,0,0.0,0.0,0,0,0,0,0
9576,Corbin Bosch,T20,8,6,0,37,0,0.0,0.0,0,0,0,0,1
9576,Corbin Bosch,IPL,3,2,0,47,0,0.0,0.0,0,0,0,0,0
8530,Prenelan Subrayen,Test,1,0,0,0,0,0.0,0.0,0,0,0,0,0
8530,Prenelan Subrayen,ODI,1,1,0,1,0,0.0,0.0,0,0,0,0,0
8530,Prenelan Subrayen,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0
8530,Prenelan Subrayen,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
24546,Codi Yusuf,Test,2,2,0,35,0,0.0,0.0,0,0,0,0,0
24546,Codi Yusuf,ODI,1,1,0,5,0,0.0,0.0,0,0,0,0,0
24546,Codi Yusuf,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0
24546,Codi Yusuf,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9354,Sikandar Raza,Test,21,41,0,1369,0,0.0,0.0,1,10,0,0,3
9354,Sikandar Raza,ODI,153,144,0,4476,0,0.0,0.0,7,24,0,0,3
9354,Sikandar Raza,T20,112,107,0,2545,0,0.0,0.0,1,15,0,0,8
9354,Sikandar Raza,IPL,9,9,0,182,0,0.0,0.0,0,1,0,0,0
441,Sean Williams,Test,24,47,0,1946,0,0.0,0.0,6,7,0,0,0
441,Sean Williams,ODI,164,159,0,5217,0,0.0,0.0,8,37,0,0,9
441,Sean Williams,T20,84,83,0,1728,0,0.0,0.0,0,11,0,0,7
441,Sean Williams,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
19601,Takudzwanashe Kaitano,Test,6,12,0,258,0,0.0,0.0,0,1,0,0,3
19601,Takudzwanashe Kaitano,ODI,11,11,0,157,0,0.0,0.0,0,0,0,0,2
19601,Takudzwanashe Kaitano,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0
19601,Takudzwanashe Kaitano,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
23616,Brian Bennett,Test,10,18,0,503,0,0.0,0.0,2,2,0,0,3
23616,Brian Bennett,ODI,11,11,0,348,0,0.0,0.0,1,0,0,0,3
23616,Brian Bennett,T20,42,40,0,1010,0,0.0,0.0,0,6,0,0,4
23616,Brian Bennett,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
11226,Wessly Madhevere,Test,8,15,0,244,0,0.0,0.0,0,1,0,0,6
11226,Wessly Madhevere,ODI,40,37,0,782,0,0.0,0.0,0,6,0,0,1
11226,Wessly Madhevere,T20,79,73,0,1255,0,0.0,0.0,0,7,0,0,7
11226,Wessly Madhevere,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
1450665,Vincent Masekesa,Test,4,8,0,38,0,0.0,0.0,0,0,0,0,0
1450665,Vincent Masekesa,ODI,0,0,0,0,0,0.0,0.0,0,0,0,0,0
1450665,Vincent Masekesa,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0
1450665,Vincent Masekesa,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
41442,Muhammad Abbas,Test,0,0,0,0,0,0.0,0.0,0,0,0,0,0
41442,Muhammad Abbas,ODI,3,3,0,104,0,0.0,0.0,0,1,0,0,0
41442,Muhammad Abbas,T20,0,0,0,0,0,0.0,0.0,0,0,0,0,0
41442,Muhammad Abbas,IPL,0,0,0,0,0,0.0,0.0,0,0,0,0,0
9551,Michael Bracewell,Test,9,15,0,268,0,0.0,0.0,0,1,0,0,1
9551,Michael Bracewell,ODI,34,29,0,757,0,0.0,0.0,2,2,0,0,1
9551,Michael Bracewell,T20,36,25,0,382,0,0.0,0.0,0,2,0,0,4
9551,Michael Bracewell,IPL,5,4,0,58,0,0.0,0.0,0,0,0,0,0
10713,Daryl Mitchell,Test,33,53,0,2139,0,0.0,0.0,5,15,0,0,1
10713,Daryl Mitchell,ODI,52,47,0,2041,0,0.0,0.0,6,9,0,0,0
10713,Daryl Mitchell,T20,79,74,0,1540,0,0.0,0.0,0,8,0,0,2
10713,Daryl Mitchell,IPL,15,15,0,351,0,0.0,0.0,0,2,0,0,0
10693,Glenn Phillips,Test,15,27,0,728,0,0.0,0.0,0,5,0,0,2
10693,Glenn Phillips,ODI,44,36,0,1112,0,0.0,0.0,1,5,0,0,1
10693,Glenn Phillips,T20,83,74,0,1928,0,0.0,0.0,2,10,0,0,3
10693,Glenn Phillips,IPL,8,8,0,65,0,0.0,0.0,0,0,0,0,1
11177,Rachin Ravindra,Test,17,32,0,1224,0,0.0,0.0,3,4,0,0,1
11177,Rachin Ravindra,ODI,33,29,0,1233,0,0.0,0.0,5,4,0,0,2
11177,Rachin Ravindra,T20,30,28,0,452,0,0.0,0.0,0,3,0,0,2
11177,Rachin Ravindra,IPL,18,18,0,413,0,0.0,0.0,0,2,0,0,2
24391,Zakary Foulkes,Test,1,0,0,0,0,0.0,0.0,0,0,0,0,0
24391,Zakary Foulkes,ODI,1,0,0,0,0,0.0,0.0,0,0,0,0,0
