player_id,player_name,format,matches,innings,balls,runs,maidens,wickets,avg,eco,sr,bbi,bbm,4w,5w,10w
13675,Nishan Peiris,Test,3,5,789,520,12,12,43.33,3.95,65.75,6/170,9/203,0,1,0
13675,Nishan Peiris,ODI,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
13675,Nishan Peiris,T20,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
13675,Nishan Peiris,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
8413,Vishwa Fernando,Test,28,49,4422,2595,102,81,32.04,3.52,54.59,5/101,8/133,5,1,0
8413,Vishwa Fernando,ODI,8,8,297,337,4,5,67.4,6.81,59.4,1/35,1/35,0,0,0
8413,Vishwa Fernando,T20,1,1,12,16,0,0,0.0,8.0,0.0,0/16,0/16,0,0,0
8413,Vishwa Fernando,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
10469,Jeffrey Vandersay,Test,2,2,288,250,0,5,50.0,5.21,57.6,3/182,3/182,0,0,0
10469,Jeffrey Vandersay,ODI,27,26,1185,1065,6,40,26.63,5.39,29.63,6/33,6/33,1,1,0
10469,Jeffrey Vandersay,T20,17,17,368,489,1,8,61.13,7.97,46.0,2/26,2/26,0,0,0
10469,Jeffrey Vandersay,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
14574,Mohamed Shiraz,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
14574,Mohamed Shiraz,ODI,2,2,54,48,1,1,48.0,5.33,54.0,1/23,1/23,0,0,0
14574,Mohamed Shiraz,T20,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
14574,Mohamed Shiraz,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
46926,Eshan Malinga,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
46926,Eshan Malinga,ODI,6,6,174,179,1,4,44.75,6.17,43.5,3/35,3/35,0,0,0
46926,Eshan Malinga,T20,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
46926,Eshan Malinga,IPL,7,7,160,238,0,13,18.31,8.93,12.31,3/31,3/31,0,0,0
18504,Maheesh Theekshana,Test,2,4,365,188,10,5,37.6,3.09,73.0,2/28,3/76,0,0,0
18504,Maheesh Theekshana,ODI,57,56,2771,2113,18,77,27.44,4.58,35.99,4/25,4/25,7,0,0
18504,Maheesh Theekshana,T20,65,65,1461,1704,0,63,27.05,7.0,23.19,3/17,3/17,0,0,0
18504,Maheesh Theekshana,IPL,38,38,876,1207,1,36,33.53,8.27,24.33,4/33,4/33,1,0,0
8548,Taskin Ahmed,Test,17,32,3176,1924,86,49,39.27,3.63,64.82,6/64,8/140,3,1,0
8548,Taskin Ahmed,ODI,81,79,3842,3434,32,117,29.35,5.36,32.84,5/28,5/28,6,2,0
8548,Taskin Ahmed,T20,79,77,1659,2101,4,96,21.89,7.6,17.28,4/16,4/16,3,0,0
8548,Taskin Ahmed,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
8253,Taijul Islam,Test,55,98,14585,7424,425,237,31.32,3.05,61.54,8/39,11/170,12,17,2
8253,Taijul Islam,ODI,20,20,1050,805,9,31,25.97,4.6,33.87,5/28,5/28,1,1,0
8253,Taijul Islam,T20,2,2,42,58,0,1,58.0,8.29,42.0,1/26,1/26,0,0,0
8253,Taijul Islam,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
9863,Mustafizur Rahman,Test,15,25,2145,1139,76,31,36.74,3.19,69.19,4/37,5/66,2,0,0
9863,Mustafizur Rahman,ODI,112,111,5423,4688,36,175,26.79,5.19,30.99,6/43,6/43,6,5,0
9863,Mustafizur Rahman,T20,114,113,2454,2982,8,142,21.0,7.29,17.28,6/10,6/10,3,2,0
9863,Mustafizur Rahman,IPL,60,60,1364,1849,2,65,28.45,8.13,20.98,4/29,4/29,1,0,0
13226,Hasan Mahmud,Test,12,22,1740,1034,49,34,30.41,3.57,51.18,5/43,6/157,1,2,0
13226,Hasan Mahmud,ODI,24,23,1047,1058,7,31,34.13,6.06,33.77,5/32,5/32,0,1,0
13226,Hasan Mahmud,T20,26,26,534,693,2,28,24.75,7.79,19.07,3/33,3/33,0,0,0
13226,Hasan Mahmud,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
37581,Nahid Rana,Test,9,15,1332,1020,16,24,42.5,4.59,55.5,5/61,6/93,1,1,0
37581,Nahid Rana,ODI,4,4,214,169,1,5,33.8,4.74,42.8,2/40,2/40,0,0,0
37581,Nahid Rana,T20,1,1,24,50,0,2,25.0,12.5,12.0,2/50,2/50,0,0,0
37581,Nahid Rana,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
13791,Shoriful Islam,Test,12,21,1746,905,61,26,34.81,3.11,67.15,3/28,5/56,0,0,0
13791,Shoriful Islam,ODI,40,40,1842,1710,13,58,29.48,5.57,31.76,4/21,4/21,3,0,0
13791,Shoriful Islam,T20,52,50,1016,1372,2,58,23.66,8.1,17.52,3/17,3/17,0,0,0
13791,Shoriful Islam,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
13794,Rishad Hossain,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
13794,Rishad Hossain,ODI,9,9,446,428,0,8,53.5,5.76,55.75,2/38,2/38,0,0,0
13794,Rishad Hossain,T20,43,41,842,1133,1,50,22.66,8.07,16.84,3/18,3/18,0,0,0
13794,Rishad Hossain,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
15274,Tanzim Hasan Sakib,Test,1,1,60,49,0,1,49.0,4.9,60.0,1/49,1/49,0,0,0
15274,Tanzim Hasan Sakib,ODI,13,13,599,590,4,19,31.05,5.91,31.53,3/14,3/14,0,0,0
15274,Tanzim Hasan Sakib,T20,31,30,641,896,5,38,23.58,8.39,16.87,4/7,4/7,1,0,0
15274,Tanzim Hasan Sakib,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
8543,Nasum Ahmed ,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
8543,Nasum Ahmed ,ODI,18,17,880,658,15,16,41.13,4.49,55.0,3/19,3/19,0,0,0
8543,Nasum Ahmed ,T20,38,36,693,830,3,39,21.28,7.19,17.77,4/10,4/10,3,0,0
8543,Nasum Ahmed ,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
13105,Khaled Ahmed,Test,16,28,2472,1454,66,29,50.14,3.53,85.24,5/106,5/86,1,1,0
13105,Khaled Ahmed,ODI,2,2,80,72,1,3,24.0,5.4,26.67,3/60,3/60,0,0,0
13105,Khaled Ahmed,T20,1,1,24,37,0,0,0.0,9.25,0.0,0/37,0/37,0,0,0
13105,Khaled Ahmed,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12081,Nayeem Hasan,Test,14,25,2656,1371,73,48,28.56,3.1,55.33,6/105,9/152,1,4,0
12081,Nayeem Hasan,ODI,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12081,Nayeem Hasan,T20,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12081,Nayeem Hasan,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
11786,Ebadot Hossain,Test,21,32,3401,2035,104,42,48.45,3.59,80.98,6/46,7/121,2,1,0
11786,Ebadot Hossain,ODI,12,11,540,504,4,22,22.91,5.6,24.55,4/42,4/42,2,0,0
11786,Ebadot Hossain,T20,4,4,91,140,0,7,20.0,9.23,13.0,3/51,3/51,0,0,0
11786,Ebadot Hossain,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
10874,Imran Haider,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
10874,Imran Haider,ODI,21,21,967,863,6,33,26.15,5.35,29.3,4/25,4/25,2,0,0
10874,Imran Haider,T20,11,10,162,228,0,6,38.0,8.44,27.0,1/16,1/16,0,0,0
10874,Imran Haider,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
10814,Qadeer Ahmed,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
10814,Qadeer Ahmed,ODI,11,11,516,467,2,8,58.38,5.43,64.5,2/38,2/38,0,0,0
10814,Qadeer Ahmed,T20,10,10,192,253,1,9,28.11,7.91,21.33,2/18,2/18,0,0,0
10814,Qadeer Ahmed,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12746,Sultan Ahmed,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12746,Sultan Ahmed,ODI,3,3,84,84,0,0,0.0,6.0,0.0,0/26,0/26,0,0,0
12746,Sultan Ahmed,T20,22,24,483,460,3,22,20.91,5.71,21.95,4/9,4/9,1,0,0
12746,Sultan Ahmed,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
13269,Amir Hayat,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
13269,Amir Hayat,ODI,9,9,449,382,4,11,34.73,5.1,40.82,3/19,3/19,0,0,0
13269,Amir Hayat,T20,4,4,84,103,0,6,17.17,7.36,14.0,2/16,2/16,0,0,0
13269,Amir Hayat,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12247,Zahoor Khan,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12247,Zahoor Khan,ODI,62,62,2880,2405,25,93,25.86,5.01,30.97,6/34,6/34,2,1,0
12247,Zahoor Khan,T20,57,57,1239,1406,0,72,19.53,6.81,17.21,4/16,4/16,2,0,0
12247,Zahoor Khan,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
1428060,Ayan Desai,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
1428060,Ayan Desai,ODI,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
1428060,Ayan Desai,T20,4,4,66,80,0,5,16.0,7.27,13.2,2/27,2/27,0,0,0
1428060,Ayan Desai,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
11485,Ehsan Khan,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
11485,Ehsan Khan,ODI,15,15,807,594,7,29,20.48,4.42,27.83,4/33,4/33,1,0,0
11485,Ehsan Khan,T20,96,94,2045,2147,4,128,16.77,6.3,15.98,4/5,4/5,5,0,0
11485,Ehsan Khan,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
1385,Nadeem Ahmed,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
1385,Nadeem Ahmed,ODI,25,25,1327,931,17,38,24.5,4.21,34.92,4/26,4/26,4,0,0
1385,Nadeem Ahmed,T20,24,24,495,546,3,25,21.84,6.62,19.8,4/21,4/21,1,0,0
1385,Nadeem Ahmed,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
